State,Crop,Season,Year,Area_Hectares,Rainfall_mm,Fertilizer_kg_per_ha,Avg_Temp_C,Irrigation_pct,Yield_kg_per_ha
Punjab,Sugarcane,Whole Year,2010,4240.25,1678.39,125.67,33.1,54.54,58434.5
Punjab,Sugarcane,Whole Year,2011,3893.41,1284.24,103.23,28.9,93.85,68000.49
Punjab,Sugarcane,Whole Year,2012,4690.07,364.76,99.44,20.63,74.45,33031.67
Punjab,Sugarcane,Whole Year,2013,2553.97,1561.05,269.84,28.84,64.28,70540.32699999999
Punjab,Sugarcane,Whole Year,2014,2566.38,746.32,219.51,31.78,85.5,70474.08
Punjab,Sugarcane,Whole Year,2015,842.35,992.34,52.8,22.93,74.48,51067.68
Punjab,Sugarcane,Whole Year,2016,4959.46,448.77,170.45,34.0,35.3,42583.53
Punjab,Sugarcane,Whole Year,2017,3099.13,582.04,156.62,33.68,61.57,48034.86
Punjab,Sugarcane,Whole Year,2005,75.89,1441.49,60.59,32.91,35.19,46617.73
Punjab,Sugarcane,Whole Year,2004,1668.31,523.33,141.68,35.53,94.73,52655.36
Punjab,Sugarcane,Whole Year,2003,1873.13,972.92,266.62,35.72,64.48,68737.35
Punjab,Sugarcane,Whole Year,2002,3493.31,304.83,235.88,25.11,79.56,42452.18
Punjab,Sugarcane,Whole Year,2001,510.3,1182.3,194.29,30.85,24.86,70540.32699999999
Punjab,Sugarcane,Whole Year,2000,2825.27,1205.23,252.94,34.1,40.24,70540.32699999999
Punjab,Cotton,Kharif,2006,4133.99,1047.38,73.12,19.17,45.07,281.15
Punjab,Cotton,Kharif,2007,3953.64,1075.9,182.06,20.95,44.61,379.71
Punjab,Cotton,Kharif,2008,2198.4,432.9,116.18,29.96,75.17,215.14
Punjab,Cotton,Kharif,2009,3199.08,1478.48,85.5,26.2,82.99,423.27
Punjab,Cotton,Kharif,2010,1949.97,1157.81,226.33,21.69,47.17,426.48
Punjab,Cotton,Kharif,2011,1528.69,1711.02,127.79,26.59,85.45,363.1
Punjab,Cotton,Kharif,2012,4217.57,579.15,290.79,27.16,56.22,355.98
Punjab,Cotton,Kharif,2013,2212.41,1394.26,279.65,21.18,65.77,613.2
Punjab,Cotton,Kharif,2014,720.0,1427.06,247.09,37.13,25.17,412.74
Punjab,Cotton,Kharif,2015,1345.44,670.47,321.88,22.99,40.4,362.64
Punjab,Cotton,Kharif,2016,3809.02,974.61,283.01,19.31,56.57,382.15
Punjab,Cotton,Kharif,2017,1769.35,1649.75,56.55,31.28,92.25,414.71
Punjab,Cotton,Kharif,2005,2822.83,1705.23,65.68,26.38,39.51,334.0
Punjab,Cotton,Kharif,2004,1030.58,1148.0,189.18,37.44,65.64,423.28
Punjab,Cotton,Kharif,2003,1780.06,471.14,95.37,22.51,38.82,223.06
Punjab,Cotton,Kharif,2002,2640.79,472.15,308.04,32.46,25.08,341.02
Punjab,Cotton,Kharif,2001,3553.78,1115.31,74.52,27.17,56.35,361.67
Punjab,Cotton,Kharif,2000,2338.36,917.65,245.29,28.91,24.67,418.35
Punjab,Mustard,Rabi,2006,2586.89,1509.61,187.77,19.04,78.97,1118.81
Punjab,Mustard,Rabi,2007,865.3,795.32,277.03,28.39,35.37,853.76
Punjab,Mustard,Rabi,2008,4395.26,1619.37,311.17,22.78,53.84,1416.44
Punjab,Mustard,Rabi,2009,2716.57,1046.72,81.64,31.14,81.66,887.82
Punjab,Mustard,Rabi,2010,1933.08,1463.42,339.34,22.08,59.25,1492.11
Punjab,Mustard,Rabi,2011,2909.09,1251.87,289.37,25.92,88.63,1490.64
Punjab,Mustard,Rabi,2012,2688.49,536.93,258.77,33.87,43.76,797.59
Punjab,Mustard,Rabi,2013,961.91,1640.98,246.29,21.04,53.02,1228.99
Punjab,Mustard,Rabi,2014,3095.73,425.2,314.72,34.07,57.89,879.02
Punjab,Mustard,Rabi,2015,4921.35,1301.88,240.4,21.32,86.14,1547.67
Punjab,Mustard,Rabi,2016,2166.07,543.35,53.78,29.2,59.55,616.46
Punjab,Mustard,Rabi,2017,443.06,1397.24,106.22,35.16,81.43,1153.48
Punjab,Mustard,Rabi,2005,2726.93,1365.36,144.31,27.42,81.62,1032.53
Punjab,Mustard,Rabi,2004,2496.35,1542.37,150.56,21.48,73.4,1169.38
Punjab,Mustard,Rabi,2003,4138.59,450.96,121.96,20.84,46.1,721.08
Punjab,Mustard,Rabi,2002,3273.18,1231.39,155.71,34.83,55.35,1136.37
Punjab,Mustard,Rabi,2001,4896.57,1251.21,87.88,31.52,44.38,914.08
Punjab,Mustard,Rabi,2000,915.66,1583.61,118.15,34.74,40.95,1031.84
Punjab,Chickpea,Rabi,2006,3232.27,1341.23,203.8,24.11,35.95,815.63
Punjab,Chickpea,Rabi,2007,4362.46,1449.1,286.53,31.3,39.52,954.28
Punjab,Chickpea,Rabi,2008,4540.62,1306.1,218.13,20.22,53.53,983.04
Punjab,Chickpea,Rabi,2009,2755.91,870.6,343.04,20.21,51.69,867.33
Punjab,Chickpea,Rabi,2010,258.02,1409.86,325.42,23.6,84.38,1283.05
Punjab,Chickpea,Rabi,2011,3782.11,1507.36,55.4,37.26,74.5,692.59
Punjab,Chickpea,Rabi,2012,1558.52,1544.09,134.46,35.46,28.44,715.43
Punjab,Chickpea,Rabi,2013,527.85,662.84,53.72,27.38,42.59,518.12
Punjab,Chickpea,Rabi,2014,3011.87,745.86,139.98,32.86,23.61,582.27
Punjab,Chickpea,Rabi,2015,4466.9,578.0,73.69,22.79,79.59,622.7
Punjab,Chickpea,Rabi,2016,221.62,1174.21,346.1506,35.11,59.11,1073.93
Punjab,Chickpea,Rabi,2017,514.59,1664.44,250.76,34.59,85.92,1253.52
Punjab,Chickpea,Rabi,2005,2880.27,1076.17,179.13,24.34,52.59,906.78
Punjab,Chickpea,Rabi,2004,4467.99,965.07,232.13,30.63,64.38,1080.22
Punjab,Chickpea,Rabi,2003,3528.04,656.15,203.71,20.08,48.84,835.98
Punjab,Chickpea,Rabi,2002,4755.13,1200.98,273.08,28.13,67.56,1213.01
Punjab,Chickpea,Rabi,2001,401.11,681.59,158.56,27.45,23.42,567.08
Punjab,Chickpea,Rabi,2000,4859.09,797.02,194.61,21.92,65.81,810.66
Punjab,Groundnut,Kharif,2006,1439.38,610.49,204.97,18.11,20.57,834.42
Punjab,Groundnut,Kharif,2007,4022.8,1158.07,203.8,23.87,89.88,1584.99
Punjab,Groundnut,Kharif,2008,2015.22,430.64,235.12,20.28,45.89,1010.35
Punjab,Groundnut,Kharif,2009,2493.06,1353.39,346.1506,20.63,40.6,1671.58
Punjab,Groundnut,Kharif,2010,2003.15,932.74,173.31,36.15,73.55,1181.94
Punjab,Groundnut,Kharif,2011,4127.76,1732.59,296.36,18.03,67.73,2077.35
Punjab,Groundnut,Kharif,2012,303.12,686.41,67.86,30.08,71.49,894.66
Punjab,Groundnut,Kharif,2013,2308.37,853.58,86.31,26.38,76.34,1025.03
Punjab,Groundnut,Kharif,2014,401.49,420.27,156.43,36.83,70.14,863.82
Punjab,Groundnut,Kharif,2015,2988.62,315.2,240.83,36.27,65.94,1130.97
Punjab,Groundnut,Kharif,2016,4374.81,1385.96,86.17,36.05,24.98,968.41
Punjab,Groundnut,Kharif,2017,107.95,933.05,138.51,27.72,63.29,1303.4
Punjab,Groundnut,Kharif,2005,266.51,484.5,217.59,24.86,74.69,1296.83
Punjab,Groundnut,Kharif,2004,3477.84,944.9,251.89,23.51,42.97,1564.54
Punjab,Groundnut,Kharif,2003,3955.48,969.63,289.51,34.45,84.32,1989.05
Punjab,Groundnut,Kharif,2002,1628.39,1173.3,161.35,30.02,72.92,1795.82
Punjab,Groundnut,Kharif,2001,3457.6,861.83,100.06,26.61,30.69,983.58
Punjab,Groundnut,Kharif,2000,814.58,338.17,243.75,30.74,45.55,1090.11
Punjab,Bajra,Kharif,2006,404.97,914.44,143.37,31.54,65.43,682.07
Punjab,Bajra,Kharif,2007,4940.78,981.0,256.48,20.81,56.42,911.47
Punjab,Bajra,Kharif,2008,186.31,1058.18,339.21,25.68,22.92,905.94
Punjab,Bajra,Kharif,2009,842.12,335.03,276.86,27.17,41.69,583.15
Punjab,Bajra,Kharif,2010,4505.41,474.21,336.78,24.28,86.63,958.44
Punjab,Bajra,Kharif,2011,4920.87,732.61,338.34,25.79,48.91,922.55
Punjab,Bajra,Kharif,2012,1734.92,1112.11,96.24,29.07,60.63,830.98
Punjab,Bajra,Kharif,2013,2230.18,753.5,127.8,21.89,24.32,603.65
Punjab,Bajra,Kharif,2014,1745.12,705.37,339.93,29.15,46.05,819.93
Punjab,Bajra,Kharif,2015,2248.02,1239.35,196.67,26.04,94.54,1267.66
Punjab,Bajra,Kharif,2016,4407.56,1235.11,220.81,30.41,35.1,960.82
Punjab,Bajra,Kharif,2017,2403.95,1114.54,118.32,37.28,88.21,989.62
Punjab,Bajra,Kharif,2005,3624.61,1100.08,310.99,20.61,79.29,1411.77
Punjab,Bajra,Kharif,2004,1415.05,1615.64,333.21,20.98,54.7,1276.29
Punjab,Bajra,Kharif,2003,4905.89,1025.11,309.06,29.77,48.15,1086.41
Punjab,Bajra,Kharif,2002,3820.9,879.81,203.38,27.85,63.3,932.13
Punjab,Bajra,Kharif,2001,4334.61,1771.11,172.28,34.55,77.34,1235.51
Punjab,Bajra,Kharif,2000,1042.35,463.9,306.19,26.78,83.52,992.44
Haryana,Rice,Kharif,2006,4470.8,393.69,315.04,26.97,58.28,1369.18
Haryana,Rice,Kharif,2007,144.62,1015.27,256.32,32.45,71.94,2008.85
Haryana,Rice,Kharif,2008,715.45,749.09,157.61,34.09,40.91,1300.67
Haryana,Rice,Kharif,2009,1508.37,321.47,271.36,34.68,75.54,1359.25
Haryana,Rice,Kharif,2010,757.11,1430.14,280.68,31.17,77.46,2482.13
Haryana,Rice,Kharif,2011,488.59,1031.44,73.29,26.15,50.53,1375.84
Haryana,Rice,Kharif,2012,376.75,823.23,83.3,34.16,91.08,1189.82
Haryana,Rice,Kharif,2013,430.47,1050.94,288.35,32.14,23.77,1819.41
Haryana,Rice,Kharif,2014,410.86,904.31,138.59,22.65,41.08,1455.72
Haryana,Rice,Kharif,2015,1641.4,1014.66,117.81,30.81,93.42,1755.67
Haryana,Rice,Kharif,2016,3037.29,836.72,244.35,20.46,86.65,1561.88
Haryana,Rice,Kharif,2017,2950.03,1237.18,71.53,31.65,38.14,1400.43
Haryana,Rice,Kharif,2005,3584.07,1533.8,291.19,29.05,59.01,2542.92
Haryana,Rice,Kharif,2004,1393.48,1045.04,135.28,20.68,67.22,1687.06
Haryana,Rice,Kharif,2003,318.94,1422.97,145.28,18.0,58.33,1840.24
Haryana,Rice,Kharif,2002,4204.73,305.73,124.05,32.82,43.72,946.31
Haryana,Rice,Kharif,2001,554.37,840.35,131.12,34.85,43.5,1452.36
Haryana,Rice,Kharif,2000,2197.4,1664.91,163.2,37.28,26.7,1745.33
Haryana,Wheat,Rabi,2006,3450.75,1040.72,166.29,30.65,72.79,2531.31
Haryana,Wheat,Rabi,2007,4831.94,1441.56,335.23,32.05,42.35,3154.36
Haryana,Wheat,Rabi,2008,571.56,1472.74,243.24,18.96,47.0,2693.47
Haryana,Wheat,Rabi,2009,2192.01,986.55,112.66,25.37,47.74,1945.15
Haryana,Wheat,Rabi,2010,309.16,1451.35,174.95,34.44,83.78,3002.14
Haryana,Wheat,Rabi,2011,2387.79,1620.24,114.72,31.56,65.58,2116.95
Haryana,Wheat,Rabi,2012,1511.74,504.9,245.49,32.77,43.67,1643.22
Haryana,Wheat,Rabi,2013,3580.37,598.82,317.06,23.75,47.58,2499.25
Haryana,Wheat,Rabi,2014,337.56,467.27,204.76,23.35,82.66,1967.73
Haryana,Wheat,Rabi,2015,2489.68,906.43,209.28,29.9,20.74,1859.64
Haryana,Wheat,Rabi,2016,2347.27,1745.25,205.71,31.55,43.39,2846.08
Haryana,Wheat,Rabi,2017,2630.42,1764.02,87.67,18.34,77.76,2597.59
Haryana,Wheat,Rabi,2005,4045.42,480.31,129.67,18.35,42.0,1496.91
Haryana,Wheat,Rabi,2004,1773.07,857.61,50.41,24.0,68.48,2026.11
Haryana,Wheat,Rabi,2003,4872.26,1570.59,57.08,35.97,78.74,2302.75
Haryana,Wheat,Rabi,2002,2020.13,754.37,69.71,22.56,38.5,1757.9
Haryana,Wheat,Rabi,2001,2446.18,1421.17,192.14,19.16,91.83,3492.48
Haryana,Wheat,Rabi,2000,4815.7,413.41,159.7,22.51,34.69,1552.34
Haryana,Maize,Kharif,2006,746.97,1233.62,284.4,29.57,31.02,2180.3
Haryana,Maize,Kharif,2007,1971.42,1311.2,127.97,24.9,88.81,2236.98
Haryana,Maize,Kharif,2008,1488.0,1004.98,317.04,32.15,24.67,1791.32
Haryana,Maize,Kharif,2009,714.66,1736.9,208.9,22.84,57.55,2531.26
Haryana,Maize,Kharif,2010,3414.12,414.36,132.41,34.14,54.47,917.79
Haryana,Maize,Kharif,2011,267.3,548.62,183.66,22.18,23.75,1336.55
Haryana,Maize,Kharif,2012,4226.07,1771.79,287.94,35.08,38.15,2049.86
Haryana,Maize,Kharif,2013,2213.13,1190.34,71.92,30.45,93.59,2008.67
Haryana,Maize,Kharif,2014,991.03,1488.89,322.37,36.87,92.01,3261.73
Haryana,Maize,Kharif,2015,3798.69,542.51,193.07,32.37,38.55,1372.56
Haryana,Maize,Kharif,2016,3221.05,1299.9,98.81,29.3,77.87,1966.81
Haryana,Maize,Kharif,2017,94.74,835.54,327.86,22.57,67.58,2395.09
Haryana,Maize,Kharif,2005,1149.28,782.5,304.41,32.58,27.15,1840.36
Haryana,Maize,Kharif,2004,2430.41,1293.65,85.55,23.78,49.84,1755.96
Haryana,Maize,Kharif,2003,4601.68,1789.88,63.47,33.22,47.88,1854.11
Haryana,Maize,Kharif,2002,4596.21,1726.39,223.14,25.14,79.07,2667.98
Haryana,Maize,Kharif,2001,1292.46,1146.11,157.57,31.13,38.03,1980.16
Haryana,Maize,Kharif,2000,1143.22,358.39,60.81,21.5,85.01,1082.52
Haryana,Maize,Rabi,2006,1448.27,1725.69,224.49,26.73,63.51,2506.61
Haryana,Maize,Rabi,2007,1448.36,829.58,318.23,36.93,86.94,2342.78
Haryana,Maize,Rabi,2008,2126.27,1470.55,192.9,27.95,35.35,1668.43
Haryana,Maize,Rabi,2009,1691.25,1582.55,112.12,19.42,25.18,1525.51
Haryana,Maize,Rabi,2010,4706.88,1060.38,172.82,34.22,82.69,2335.88
Haryana,Maize,Rabi,2011,3867.06,1281.98,95.48,35.52,60.43,1598.6
Haryana,Maize,Rabi,2012,1448.24,937.84,61.27,20.56,77.42,1434.82
Haryana,Maize,Rabi,2013,4866.74,639.19,141.26,24.08,37.28,1281.13
Haryana,Maize,Rabi,2014,57.3,1394.02,340.05,22.49,69.73,3016.51
Haryana,Maize,Rabi,2015,2142.01,754.4,147.59,32.25,81.26,1832.03
Haryana,Maize,Rabi,2016,948.99,856.41,320.58,34.13,93.86,2561.45
Haryana,Maize,Rabi,2017,2973.66,1291.52,73.54,28.89,73.2,2083.42
Haryana,Maize,Rabi,2005,878.24,1470.95,225.13,37.04,23.18,2169.35
Haryana,Maize,Rabi,2004,1517.97,1371.64,277.7,20.05,58.54,2428.36
Haryana,Maize,Rabi,2003,2569.01,853.92,329.88,34.55,72.29,2487.8
Haryana,Maize,Rabi,2002,4608.92,1341.89,268.69,35.23,40.56,2898.44
Haryana,Maize,Rabi,2001,4045.0,592.86,153.6,24.71,93.39,1880.36
Haryana,Maize,Rabi,2000,3648.93,1143.11,334.13,27.93,48.54,2933.9
Haryana,Soybean,Kharif,2006,857.02,1479.31,270.33,25.69,21.89,751.12
Haryana,Soybean,Kharif,2007,3539.11,1525.69,213.93,37.34,23.88,766.11
Haryana,Soybean,Kharif,2008,2548.74,1377.68,308.79,21.59,80.0,1020.06
Haryana,Soybean,Kharif,2009,701.99,1597.94,97.18,24.2,41.75,748.49
Haryana,Soybean,Kharif,2010,4363.5,1309.05,289.0,23.01,66.87,1280.6
Haryana,Soybean,Kharif,2011,4535.13,318.24,252.21,19.04,61.16,615.27
Haryana,Soybean,Kharif,2012,1473.78,760.16,155.89,30.43,45.05,615.84
Haryana,Soybean,Kharif,2013,388.35,1475.64,135.73,26.66,71.41,1023.9
Haryana,Soybean,Kharif,2014,1695.66,384.88,162.18,36.89,68.13,621.89
Haryana,Soybean,Kharif,2015,1035.01,927.5,275.28,20.03,40.84,1022.46
Haryana,Soybean,Kharif,2016,1417.78,948.03,344.11,19.35,58.9,1050.28
Haryana,Soybean,Kharif,2017,3702.53,1356.83,176.82,24.93,49.82,871.03
Haryana,Soybean,Kharif,2005,1358.17,608.0,194.91,23.37,41.56,676.9
Haryana,Soybean,Kharif,2004,3038.0,415.47,72.68,37.03,42.3,441.5
Haryana,Soybean,Kharif,2003,505.73,1198.57,237.09,30.97,40.06,1106.45
Haryana,Soybean,Kharif,2002,3547.82,1215.01,143.87,23.42,64.83,891.11
Haryana,Soybean,Kharif,2001,4337.17,1720.1,81.77,21.1,90.86,998.02
Haryana,Soybean,Kharif,2000,1053.03,1181.38,260.34,31.6,50.61,1201.16
Haryana,Sugarcane,Whole Year,2006,126.2,1174.39,125.93,27.01,91.82,61503.15
Haryana,Sugarcane,Whole Year,2007,983.28,1308.69,343.1,20.04,20.62,55958.65
Haryana,Sugarcane,Whole Year,2008,2196.23,438.94,274.52,36.29,52.55,39534.02
Haryana,Sugarcane,Whole Year,2009,3631.07,313.58,226.84,30.27,67.83,32014.96
Haryana,Sugarcane,Whole Year,2010,1248.01,1371.08,77.42,21.99,85.81,48515.93
Haryana,Sugarcane,Whole Year,2011,1390.49,671.34,68.76,27.18,74.96,33916.12
Haryana,Sugarcane,Whole Year,2012,3053.32,1309.31,74.34,37.03,82.89,53937.99
Haryana,Sugarcane,Whole Year,2013,4666.92,1116.38,110.08,30.34,75.72,55370.0
Haryana,Sugarcane,Whole Year,2014,3702.69,1082.17,70.54,25.42,89.06,55055.46
Haryana,Sugarcane,Whole Year,2015,1380.82,852.67,318.6,31.33,79.05,70540.32699999999
Haryana,Sugarcane,Whole Year,2016,2299.01,1245.37,124.52,32.11,52.07,61816.91
Haryana,Sugarcane,Whole Year,2017,4684.59,396.01,297.42,23.85,53.29,42828.18
Haryana,Sugarcane,Whole Year,2005,158.47,751.57,200.79,19.12,56.83,49002.79
Haryana,Sugarcane,Whole Year,2004,3293.11,690.35,97.85,21.21,25.29,37188.62
Haryana,Sugarcane,Whole Year,2003,968.95,1296.33,314.51,34.28,71.39,70540.32699999999
Haryana,Sugarcane,Whole Year,2002,1583.54,674.94,204.5,28.71,46.77,45592.06
Haryana,Sugarcane,Whole Year,2001,1801.26,1542.83,286.79,24.16,88.53,70540.32699999999
Haryana,Sugarcane,Whole Year,2000,1804.4,1058.45,332.34,35.53,27.69,67931.85
Haryana,Cotton,Kharif,2006,1994.02,1130.06,200.94,21.88,84.41,434.09
Haryana,Cotton,Kharif,2007,4300.88,1422.53,181.76,30.21,32.03,328.84
Haryana,Cotton,Kharif,2008,3384.54,568.88,258.18,22.59,28.82,269.05
Haryana,Cotton,Kharif,2009,2598.92,542.04,75.07,18.38,32.43,182.17
Haryana,Cotton,Kharif,2010,4459.73,662.31,156.28,20.11,36.68,278.05
Haryana,Cotton,Kharif,2011,1264.49,386.6,167.31,22.68,36.47,202.28
Haryana,Cotton,Kharif,2012,4801.32,1224.45,217.06,26.32,52.17,459.63
Haryana,Cotton,Kharif,2013,3525.62,557.54,200.03,26.24,85.29,318.46
Haryana,Cotton,Kharif,2014,3175.52,1098.76,84.62,30.11,28.79,236.98
Haryana,Cotton,Kharif,2015,3475.76,609.38,167.56,35.91,35.32,233.49
Haryana,Cotton,Kharif,2016,2563.64,928.91,55.44,33.86,25.18,260.16
Haryana,Cotton,Kharif,2017,3160.71,1332.95,125.98,18.2,74.26,351.48
Haryana,Cotton,Kharif,2005,2701.5,1554.18,296.42,34.87,56.38,546.44
Haryana,Cotton,Kharif,2004,2283.91,575.16,306.49,35.65,54.97,331.29
Haryana,Cotton,Kharif,2003,424.71,881.74,291.06,36.04,35.26,409.71
Haryana,Cotton,Kharif,2002,4841.93,399.85,244.5,19.48,48.16,223.52
Haryana,Cotton,Kharif,2001,4028.88,950.21,346.1506,29.18,44.09,411.34
Haryana,Cotton,Kharif,2000,1894.04,403.07,160.87,27.28,74.21,241.58
Haryana,Mustard,Rabi,2006,3300.81,1363.15,52.51,22.35,69.63,724.67
Haryana,Mustard,Rabi,2007,4032.25,1459.21,214.53,19.33,77.49,1126.33
Haryana,Mustard,Rabi,2008,2939.38,1472.94,275.52,34.06,58.85,1209.35
Haryana,Mustard,Rabi,2009,3121.35,1413.38,100.96,21.9,86.78,871.28
Haryana,Mustard,Rabi,2010,3762.39,1662.34,277.61,29.94,69.06,1280.79
Haryana,Mustard,Rabi,2011,3180.34,534.72,192.18,32.33,40.32,677.87
Haryana,Mustard,Rabi,2012,1051.16,770.74,122.45,22.3,51.86,683.89
Haryana,Mustard,Rabi,2013,980.21,415.46,258.85,25.66,81.64,869.87
Haryana,Mustard,Rabi,2014,3314.58,1494.36,131.58,31.85,39.8,865.88
Haryana,Mustard,Rabi,2015,1656.33,704.27,107.28,31.89,36.4,628.54
Haryana,Mustard,Rabi,2016,2996.75,696.95,248.59,34.3,78.35,943.37
Haryana,Mustard,Rabi,2017,487.51,1348.42,160.5,26.65,22.34,894.47
Haryana,Mustard,Rabi,2005,1334.9,350.51,313.76,22.87,61.8,801.7
Haryana,Mustard,Rabi,2004,1648.99,1646.88,316.44,24.51,87.57,1534.61
Haryana,Mustard,Rabi,2003,4980.98,1538.12,303.46,22.98,63.25,1507.86
Haryana,Mustard,Rabi,2002,4297.22,1796.44,122.45,18.81,50.84,999.13
Haryana,Mustard,Rabi,2001,693.9,333.64,158.13,33.67,62.46,679.8
Haryana,Mustard,Rabi,2000,1198.49,321.57,279.31,30.47,77.17,756.6
Haryana,Chickpea,Rabi,2006,242.74,1555.68,235.86,29.27,66.85,892.61
Haryana,Chickpea,Rabi,2007,2925.7,1786.02,277.02,26.85,73.05,1063.02
Haryana,Chickpea,Rabi,2008,1976.69,643.31,229.06,36.56,89.69,726.52
Haryana,Chickpea,Rabi,2009,1097.6,1793.45,344.34,30.99,80.33,897.16
Haryana,Chickpea,Rabi,2010,3589.75,1189.74,66.0,27.1,70.61,580.34
Haryana,Chickpea,Rabi,2011,4711.38,551.04,200.11,31.82,72.29,670.58
Haryana,Chickpea,Rabi,2012,3260.76,712.93,96.86,30.72,64.95,544.47
Haryana,Chickpea,Rabi,2013,2303.1,1301.64,301.21,21.39,21.44,780.68
Haryana,Chickpea,Rabi,2014,3906.56,1214.55,259.89,34.76,80.21,1067.67
Haryana,Chickpea,Rabi,2015,2468.05,902.83,96.11,29.45,40.78,560.89
Haryana,Chickpea,Rabi,2016,4610.47,1174.79,227.85,25.1,23.9,760.02
Haryana,Chickpea,Rabi,2017,468.6,1210.27,314.29,35.66,69.43,1081.92
Haryana,Chickpea,Rabi,2005,1095.6,1594.5,315.83,21.93,75.31,1248.19
Haryana,Chickpea,Rabi,2004,4986.33,345.04,319.21,30.45,93.0,690.05
Haryana,Chickpea,Rabi,2003,2351.8,1571.08,68.72,24.71,25.03,558.36
Haryana,Chickpea,Rabi,2002,401.62,616.19,118.81,27.38,40.14,471.2
Haryana,Chickpea,Rabi,2001,549.84,551.24,94.18,37.46,76.95,539.93
Haryana,Chickpea,Rabi,2000,1427.92,1497.44,147.88,23.99,37.44,790.45
Haryana,Groundnut,Kharif,2006,691.91,684.69,156.6,31.48,24.69,786.85
Haryana,Groundnut,Kharif,2007,777.26,813.97,309.4,21.1,26.21,1046.37
Haryana,Groundnut,Kharif,2008,2448.46,753.63,219.02,34.08,30.29,958.05
Haryana,Groundnut,Kharif,2009,763.19,1236.0,132.09,27.76,26.17,1215.87
Haryana,Groundnut,Kharif,2010,2324.94,759.7,296.71,19.14,51.4,1419.17
Haryana,Groundnut,Kharif,2011,2892.72,1300.82,283.11,35.24,43.54,1478.45
Haryana,Groundnut,Kharif,2012,2713.21,1560.16,346.1506,35.79,47.86,1607.99
Haryana,Groundnut,Kharif,2013,3721.13,1038.85,194.95,34.76,47.11,1094.72
Haryana,Groundnut,Kharif,2014,4305.98,910.21,148.47,27.08,77.18,1187.63
Haryana,Groundnut,Kharif,2015,4759.65,563.24,220.32,29.59,56.72,1005.71
Haryana,Groundnut,Kharif,2016,3241.49,644.74,215.8,25.44,69.63,1182.74
Haryana,Groundnut,Kharif,2017,967.09,717.96,115.61,21.66,81.93,958.3
Haryana,Groundnut,Kharif,2005,1464.25,1690.69,340.98,29.43,30.73,1726.86
Haryana,Groundnut,Kharif,2004,1868.58,430.53,217.04,34.9,79.69,1027.46
Haryana,Groundnut,Kharif,2003,916.86,1309.15,116.15,22.36,85.56,1354.91
Haryana,Groundnut,Kharif,2002,53.23,1606.0,287.78,30.55,76.27,1849.49
Haryana,Groundnut,Kharif,2001,802.64,987.49,155.37,19.88,56.46,1175.29
Haryana,Groundnut,Kharif,2000,1228.83,1662.65,190.42,27.33,77.04,1609.69
Haryana,Bajra,Kharif,2006,814.74,1030.9,179.0,29.94,94.97,856.53
Haryana,Bajra,Kharif,2007,4146.39,556.06,59.14,22.09,45.53,445.66
Haryana,Bajra,Kharif,2008,2577.37,1222.69,323.18,28.2,57.6,884.72
Haryana,Bajra,Kharif,2009,4203.94,541.02,57.49,26.98,37.81,441.81
Haryana,Bajra,Kharif,2010,295.59,1386.9,83.48,30.17,41.08,617.96
Haryana,Bajra,Kharif,2011,4017.16,888.14,275.23,20.51,77.96,888.34
Haryana,Bajra,Kharif,2012,1222.82,1316.09,219.73,36.58,49.05,930.43
Haryana,Bajra,Kharif,2013,3887.46,651.64,153.53,18.6,92.11,793.72
Haryana,Bajra,Kharif,2014,3355.95,1699.81,129.65,30.23,70.89,926.06
Haryana,Bajra,Kharif,2015,4738.45,1627.28,271.72,23.55,41.12,971.09
Haryana,Bajra,Kharif,2016,4818.63,315.43,264.81,32.12,66.7,605.68
Haryana,Bajra,Kharif,2017,2241.85,691.57,153.02,34.69,90.16,750.55
Haryana,Bajra,Kharif,2005,969.38,858.76,328.59,19.24,26.93,860.19
Haryana,Bajra,Kharif,2004,794.84,1752.11,184.01,28.03,38.5,797.36
Haryana,Bajra,Kharif,2003,2381.25,1292.87,275.35,33.08,63.34,1102.85
Haryana,Bajra,Kharif,2002,2041.91,1626.88,318.67,36.18,43.54,1300.12
Haryana,Bajra,Kharif,2001,3470.73,707.45,107.18,21.69,45.66,654.14
Haryana,Bajra,Kharif,2000,643.46,1402.39,209.44,23.76,56.96,1034.83
Maharashtra,Rice,Kharif,2006,1534.71,1194.12,180.15,21.29,28.74,1493.6
Maharashtra,Rice,Kharif,2007,1752.59,1399.5,247.6,36.63,81.57,2105.38
Maharashtra,Rice,Kharif,2008,2854.7,1285.55,319.52,25.99,44.51,1925.07
Maharashtra,Rice,Kharif,2009,2905.44,995.97,85.61,37.61,36.1,1094.22
Maharashtra,Rice,Kharif,2010,382.81,1192.27,271.66,18.65,69.4,1967.89
Maharashtra,Rice,Kharif,2011,903.99,1151.96,138.91,36.77,81.41,1719.95
Maharashtra,Rice,Kharif,2012,4918.66,689.51,340.92,26.62,46.06,1477.35
Maharashtra,Rice,Kharif,2013,1171.28,1220.96,125.86,29.55,46.94,1702.35
Maharashtra,Rice,Kharif,2014,4126.58,1531.04,193.21,25.02,47.19,1653.11
Maharashtra,Rice,Kharif,2015,1084.84,427.03,190.01,27.64,83.07,1367.88
Maharashtra,Rice,Kharif,2016,1145.13,871.49,292.52,34.47,48.85,1525.76
